strategy_column,benchmark_column,observed_sharpe_difference,bootstrap_mean_difference,bootstrap_p05,bootstrap_p50,bootstrap_p95,share_positive,block_months,samples,seed
strategy_return_net,equal_weight_return_net,-0.00714173441193755,0.19833309777247263,-0.44202117571475263,0.2061347672578926,0.8301086957248753,0.69,6,1000,17
strategy_return_net,static_60_40_return_net,0.5000929596211803,0.6348817883923905,0.17607176842097075,0.601930594934782,1.1750699692649766,0.992,6,1000,17
strategy_return_net,shy_return_net,-0.2858103600146751,-0.33717707523444496,-1.2617908492298358,-0.3205718481773944,0.5043663638986194,0.261,6,1000,17
