strategy,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
regime_diagnostic_net,0.07801923942496214,0.10554674413246806,0.7391913418669068,-0.27885047269973695
equal_weight_net,0.0669088328832852,0.09695731741546884,0.690085438281839,-0.27885047269973695
static_60_40_net,0.08586369047928644,0.10725718564375422,0.800540215221342,-0.2621522216037998
